time,datetime,Group4-2_S6_MassFlowRate,Group4-2_S6_FlowVelocity,Group4-2_S6_Volume,Group4-2_S6_VolumetricFlowRate,Group4-2_S6_Mass,Group4-2_S6_Energy,Group4-2_S6_Temperature,Group4-2_S6_Pressure,duration,recording_timestamp
1753178344530,Jul 22 2025 09:59:04.530,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9729,2025-07-22T09:50:59.718534
1753178344540,Jul 22 2025 09:59:04.540,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9478,2025-07-22T09:50:59.719079
1753178344550,Jul 22 2025 09:59:04.550,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9820,2025-07-22T09:50:59.726922
1753178344560,Jul 22 2025 09:59:04.560,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9463,2025-07-22T09:50:59.766661
1753178344570,Jul 22 2025 09:59:04.570,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9508,2025-07-22T09:50:59.767168
1753178344580,Jul 22 2025 09:59:04.580,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9709,2025-07-22T09:50:59.767168
1753178344590,Jul 22 2025 09:59:04.590,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9707,2025-07-22T09:50:59.767703
1753178344600,Jul 22 2025 09:59:04.600,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,8514,2025-07-22T09:50:59.809596
1753178344609,Jul 22 2025 09:59:04.609,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,10928,2025-07-22T09:50:59.810104
1753178344620,Jul 22 2025 09:59:04.620,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9653,2025-07-22T09:50:59.810104
1753178344630,Jul 22 2025 09:59:04.630,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9563,2025-07-22T09:50:59.810633
1753178344640,Jul 22 2025 09:59:04.640,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9947,2025-07-22T09:50:59.816103
1753178344650,Jul 22 2025 09:59:04.650,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9500,2025-07-22T09:50:59.856700
1753178344660,Jul 22 2025 09:59:04.660,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9699,2025-07-22T09:50:59.857256
1753178344670,Jul 22 2025 09:59:04.670,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9669,2025-07-22T09:50:59.857795
1753178344680,Jul 22 2025 09:59:04.680,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9665,2025-07-22T09:50:59.858324
1753178344690,Jul 22 2025 09:59:04.690,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9689,2025-07-22T09:50:59.896470
1753178344700,Jul 22 2025 09:59:04.700,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9579,2025-07-22T09:50:59.897001
1753178344710,Jul 22 2025 09:59:04.710,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9834,2025-07-22T09:50:59.897543
1753178344720,Jul 22 2025 09:59:04.720,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9582,2025-07-22T09:50:59.897543
1753178344730,Jul 22 2025 09:59:04.730,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9502,2025-07-22T09:50:59.936674
1753178344740,Jul 22 2025 09:59:04.740,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9585,2025-07-22T09:50:59.937179
1753178344750,Jul 22 2025 09:59:04.750,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9660,2025-07-22T09:50:59.937707
1753178344760,Jul 22 2025 09:59:04.760,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9993,2025-07-22T09:50:59.938238
1753178344770,Jul 22 2025 09:59:04.770,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9548,2025-07-22T09:50:59.976731
1753178344780,Jul 22 2025 09:59:04.780,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9493,2025-07-22T09:50:59.977289
1753178344790,Jul 22 2025 09:59:04.790,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9701,2025-07-22T09:50:59.977289
1753178344800,Jul 22 2025 09:59:04.800,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9543,2025-07-22T09:50:59.977289
1753178344810,Jul 22 2025 09:59:04.810,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9569,2025-07-22T09:51:00.016989
1753178344820,Jul 22 2025 09:59:04.820,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.099998474121,0.0,9581,2025-07-22T09:51:00.017519
